,minimum,maximum
ANS2,0.0,2.4249768174173393e-13
ANZPtex,-1000.0,999.9999999999995
AOXSr,0.0,-2.584091562827426e-13
AP4AH,0.0,0.0
APRAUR,0.5596264382828132,0.559626438282813
ARAB_Ltex,0.0,-3.5316899664616154e-12
ARAI,0.0,1.793197741475195e-13
ARBTptspp,0.0,907.0344638911683
ARBTtex,0.0,907.0344638911602
ARBabcpp,0.0,-1.0138827070250673e-12
ARGDC,0.0,0.0
ARGSL,0.0,-6.836566389374179e-13
ARGSS,0.0,-6.919871057357669e-13
ARG_Ltex,22.29288589122855,22.292885891227176
ASAD,-28.053703760911585,-28.05370376091355
ASCBPL,0.0,0.0
ASNS1,0.0,18.147873017975545
ASNS2,0.0,18.147873017976742
ASO3tex,0.0,0.0
ASO3tpp,0.0,0.0
ASO4tex,0.0,0.0
ASO4tpp,0.0,0.0
ASP1DC,0.0,-3.377858104440569e-12
ASPCT,0.0,-1.7572837607399496e-12
ASPKi,28.05370376091337,28.05370376091229
ASPO5,0.0,-1.7432823998384122e-12
ASPO6,0.0,-1.7937573224613541e-12
ASPT,0.0,1000.0
ASPTA,-1000.0,1000.0
ASP_Ltex,-1000.0,1000.0
ASPabcpp,0.0,-5.322977736428978e-12
ASPt2_2pp,-1000.0,1000.0
ASPt2_3pp,0.0,1000.0
AST,0.0,0.0
ATPPRT,0.0,-1.7494439462348536e-13
ATPS4pp,999.9999999999998,1000.0
ATVACIDtepp,0.0,999.8600933904296
ATVACIDtex,-999.8600933904279,1.2927258986531502e-27
ATVACYLGLUC_GLCAASE,0.0,1000.0
ATVACYLGLUCt2pp,0.0,1000.0
ATVACYLGLUCtex,0.0,1000.0000000000001
ATVETHGLUC_GLCAASE,0.0,999.860093390429
ATVETHGLUCt2pp,0.0,999.8600933904295
ATVETHGLUCtex,0.0,999.8600933904296
ATVLACGLUC_GLCAASE,0.0,1000.0
ATVLACGLUCt2pp,0.0,1000.0
ATVLACGLUCtex,0.0,1000.0000000000001
ATVLACtepp,0.0,1000.0
ATVLACtex,-1000.0,0.0
BBTCOAOX,0.0,0.0
BDH,0.0,0.0
BGLA1,0.0,0.0
BGLAr,0.0,0.0
BHPM_GLC_GLCAASE,0.0,1000.0000000000002
BHPM_GLCt2pp,0.0,1000.0
BHPM_GLCtex,0.0,1000.0000000000001
BHPMtepp,0.0,1000.0
BHPMtex,-1000.0,-1.1368683772161603e-13
BILR_355tepp,0.0,1000.0
BILR_355tex,-1000.0,-1.1368683772161603e-13
BILR_M10_GLCAASE,0.0,1000.0
BILR_M10t2pp,0.0,1000.0
BILR_M10tex,0.0,1000.0000000000001
BILR_M12_GLCAASE,0.0,1000.0
BILR_M12t2pp,0.0,1000.0
BILR_M12tex,0.0,1000.0000000000001
BILR_M14tepp,0.0,1000.0
BILR_M14tex,-1000.0,-5.979493022239332e-14
BILR_M15_GLCAASE,0.0,1000.0
BILR_M15t2pp,0.0,1000.0
BILR_M15tex,0.0,1000.0000000000001
BILR_M16_GLCAASE,0.0,1000.0
BILR_M16t2pp,0.0,1000.0
BILR_M16tex,0.0,1000.0000000000001
BILR_M7tepp,0.0,1000.0
BILR_M7tex,-1000.0,0.0
BPNT,0.2798132191414066,0.2798132191415266
BSN_GLC_GLCAASE,0.0,1000.0
BSN_GLCt2pp,0.0,1000.0
BSN_GLCtex,0.0,1000.0000000000001
BSNtepp,0.0,1000.0
BSNtex,-1000.0,0.0
BSORx,0.0,0.0
BSORy,0.0,0.0
BTNCLi,87.8483383435661,87.84833834356662
BTS4,0.0,7.226227477478118e-13
BUTSO3abcpp,0.0,6.788318998756388e-13
BUTSO3tex,0.0,3.9521842588682385e-13
BZAMAH,0.0,1000.0
BZAMt2rpp,0.0,1000.0
BZAMtex,0.0,1000.0000000000001
BZ_GLC_GLCAASE,0.0,1000.0
BZ_GLCt2pp,0.0,1000.0
BZ_GLCtex,0.0,1000.0
BZtepp,0.0,999.9999999999999
BZtex,-1000.0,0.0
CA2tex,0.27981321914140656,0.27981321914140644
CADVtpp,0.0,893.9357894628038
CAP_NRepp,-1000.0,1000.0
CARIBUPGLU_St2pp,0.0,1000.0
CARIBUPGLU_Stex,0.0,1000.0000000000001
CARIBUP_S_GLCAASE,0.0,1000.0
CARIBUP_Stepp,0.0,1000.0
CARIBUP_Stex,-1000.0,-3.8666635174663046e-13
CAt4ipp,0.27981321914140656,0.2798132191414065
CBIAT,0.2798132191414065,0.2798132191414067
CBL1abcpp,0.0,3.411415695157963e-12
CBL1tex,-999.9999999999998,-191.80023694662418
CBL2abcpp,0.0,-1.0964813805947893e-12
CBL2tex,0.0,-1.1954651609834633e-12
CBLAT,-1000.0,-191.80023694663112
CBLTDe_rpp,-999.9999999999999,-191.8002369466322
CBPS,0.0,-1.0692599842379543e-12
CBZ_GLC_GLCAASE,0.0,1000.0
CBZ_GLCt2pp,0.0,1000.0
CBZ_GLCtex,0.0,1000.0000000000001
CBZtepp,0.0,1000.0000000000001
CBZtex,-1000.0,-1.6627329616214606e-14
CBl1tepp,191.8002369466318,1000.0
CCOuqpp,0.0,1000.0
CD2abc1pp,0.0,3.5476522452341866e-12
CD2tex,1.195465160983463e-12,1.98153626325071e-13
CD6168_GLC_GLCAASE,0.0,1000.0
CD6168_GLCt2pp,0.0,1000.0
CD6168_GLCtex,0.0,1000.0000000000001
CD6168tepp,0.0,1000.0000000000001
CD6168tex,-1000.0,-1.1175650171318491e-13
CDAPPA120,0.0,5.716888713765087e-13
CDAPPA140,0.0,6.907304637906706e-13
CDAPPA141,0.0,1.106525830084689e-12
CDAPPA160,0.0,7.471657256146646e-13
CDAPPA161,0.0,7.471657256146646e-13
CDAPPA180,0.0,7.172790965900778e-13
CDAPPA181,0.0,2.457309841649572e-12
CDOSKT,4.522826233246098,4.522826233246099
CDPMEK,27.09963692167733,27.09963692168625
CGLYabcpp,0.2798132191402886,0.27981321914280477
